006204 永豐臺灣加權--201502-202502,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
年月,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(百萬股)_月,成交值(百萬元)_月,報酬率％_月,週轉率％_月,流通在外股數(千股),市值(百萬元),最後揭示買價,最後揭示賣價,報酬率-Ln_月,市值比重％,成交值比重％,成交筆數(千筆),本益比-TSE,本益比-TEJ,股價淨值比-TSE,股價淨值比-TEJ,股價營收比-TEJ,股利殖利率-TSE,現金股利率,股價漲跌(元),高低價差%,市場別,該月結束日
2018/03,53.55,54.95,53.3,54.05,0,8,-0.3686,4.7,"3,000",162,54.05,54.2,-0.3692,,,0,,,,,,,3.15,-0.2,3.0415,TSE,2018/03/31
2018/02,55.65,55.75,50.9,54.25,0,6,-1.8987,3.4667,"3,000",163,53.65,53.85,-1.9171,,,0,,,,,,,3.13,-1.05,8.7703,TSE,2018/02/27
2018/01,53.05,55.75,52.95,55.3,0,8,4.4382,5,"3,000",166,55.1,55.3,4.3425,,,0,,,,,,,3.07,2.35,5.288,TSE,2018/01/31
2017/12,54,54,51.85,52.95,0,18,-0.5636,11.3667,"3,000",159,52.75,53,-0.5649,,,0,0,,,,,,3.21,-0.3,4.0376,TSE,2017/12/29
2017/11,53.85,54.1,52.9,53.25,0,6,-1.0223,3.4667,"3,000",160,52.5,52.75,-1.0275,,,0,0,,,,,,3.19,-0.55,2.2305,TSE,2017/11/28
2017/10,53.8,55.5,53.65,53.8,0,6,3.8352,3.8333,"3,000",161,53.7,53.9,3.7637,,,0,0,,,,,,3.16,0.35,3.4612,TSE,2017/10/31
2017/09,54.65,54.8,52.95,53.45,0,7,-2.1959,4.3333,"3,000",160,53.4,53.6,-2.2202,,,0,0,,,,,,2.96,-1.2,3.3852,TSE,2017/09/30
2017/08,53.35,54.75,52.8,54.65,0,6,2.4369,3.8667,"3,000",164,54.45,54.65,2.4074,,,0,0,,,,,,2.89,1.3,3.6551,TSE,2017/08/31
2017/07,52.05,53.6,52.05,53.35,0,6,2.794,3.8,"3,000",160,53.15,53.35,2.7556,,,0,0,,,,,,2.96,1.45,2.9865,TSE,2017/07/27
2017/06,50.15,52.6,50.05,51.9,0,7,4.133,4.3333,"3,000",156,52.05,52.1,4.0501,,,0,0,,,,,,3.04,2.06,5.1164,TSE,2017/06/30
2017/05,49.38,50.2,49.22,49.84,0,8,1.8809,5.1,"3,000",150,49.87,49.92,1.8634,,,0,0,,,,,,3.17,0.92,2.0033,TSE,2017/05/31
2017/04,49.28,49.28,47.92,48.92,0,1,-0.0816,0.9667,"3,000",147,48.97,49.02,-0.0818,,,0,0,,,,,,3.23,-0.04,2.7778,TSE,2017/04/20
2017/03,47.77,49.36,47.77,48.96,0,11,1.7879,7.8333,"3,000",147,48.73,48.78,1.7721,,,0,0,,,,,,3.23,0.86,3.3056,TSE,2017/03/30
2017/02,46.66,48.1,46.66,48.1,0,1,3.0199,0.6667,"3,000",144,47.97,48.1,2.9751,,,0,0,,,,,,3.28,1.41,3.0842,TSE,2017/02/18
2017/01,45.81,46.69,45.41,46.69,1,41,2.1217,30.0667,"3,000",140,46.29,46.71,2.0995,,,1,0,,,,,,3.38,0.97,2.7997,TSE,2017/01/24
2016/12,45.79,46.5,45.3,45.72,0,3,0.2633,1.375,"4,000",183,45.63,45.72,0.2627,,,0,0,,,,,,3.46,0.12,2.6316,TSE,2016/12/29
2016/11,46.16,46.16,44.57,45.6,0,17,-1.7665,9.425,"4,000",182,45.66,46,-1.7823,,,0,0,,,,,,3.46,-0.82,3.4252,TSE,2016/11/28
2016/10,47.23,48.32,46.38,46.42,0,9,2.0918,3.72,"5,000",232,45.94,46.37,2.0701,,,0,0,,,,,,3.4,-0.58,4.1277,TSE,2016/10/31
2016/09,46.74,47.57,45.98,47,0,2,0.8586,0.66,"5,000",235,46.86,47.29,0.8547,,,0,0,,,,,,3.3,0.4,3.412,TSE,2016/09/30
2016/08,45.56,46.99,45.45,46.6,1,44,2.2829,15.8333,"6,000",280,46.13,46.56,2.2571,,,0,0,,,,,,3.33,1.04,3.3802,TSE,2016/08/26
2016/07,43.1,46.04,42.88,45.56,2,85,5.7566,31.75,"6,000",273,45.33,45.75,5.5971,,,0,0,,,,,,3.4,2.48,7.3352,TSE,2016/07/29
2016/06,42.09,43.18,42.04,43.08,1,43,1.9645,16.65,"6,000",258,43.07,43.08,1.9453,,,0,0,,,,,,3.6,0.83,2.6982,TSE,2016/06/30
2016/05,41.04,42.25,39.7,42.25,0,2,1.7828,0.9167,"6,000",254,41.85,42.25,1.7671,,,0,0,,,,,,3.67,0.74,6.1431,TSE,2016/05/30
2016/04,42.82,43,41.35,41.51,0,1,-3.7561,0.45,"6,000",249,41.35,41.51,-3.8284,,,0,0,,,,,,3.73,-1.62,3.8256,TSE,2016/04/29
2016/03,41.8,43.4,41.8,43.13,0,9,3.928,3.35,"6,000",259,43.06,43.2,3.8523,,,0,0,,,,,,3.59,1.63,3.8554,TSE,2016/03/31
2016/02,40.27,41.5,39.8,41.5,0,1,4.1928,0.5667,"6,000",249,41.35,41.5,4.1073,,,0,0,,,,,,3.73,1.67,4.2681,TSE,2016/02/26
2016/01,40.43,40.43,38.13,39.83,1,21,-3.2781,9.1333,"6,000",239,40.27,40.51,-3.3333,,,0,0,,,,,,3.89,-1.35,5.5852,TSE,2016/01/29
2015/12,41.63,42.36,39.79,41.18,0,4,0.0242,1.5167,"6,000",247,41.28,41.47,0.0244,,,0,0,,,,,,3.76,0.01,6.2424,TSE,2015/12/29
2015/11,42.76,44.28,41.05,41.17,0,17,-3.7185,6.4,"6,000",247,41.38,41.51,-3.7895,,,0,0,,,,,,3.76,-1.59,7.5538,TSE,2015/11/30
2015/10,42.33,45.29,42.33,42.76,1,24,5.0056,9.0333,"6,000",257,42.7,42.73,4.8842,,,0,0,,,,,,3.62,0.58,7.0175,TSE,2015/10/30
2015/09,42.02,43.77,41.07,42.18,0,16,-0.2837,6.1667,"6,000",253,42.35,42.46,-0.2843,,,0,0,,,,,,1.71,-0.12,6.383,TSE,2015/09/25
2015/08,43.94,47.29,37.4,42.3,1,26,-4.2336,10.6833,"6,000",254,42.3,42.42,-4.3257,,,0,0,,,,,,1.7,-1.87,22.3908,TSE,2015/08/31
2015/07,46.97,47.42,43.91,44.17,0,12,-5.4985,3.8286,"7,000",309,44.18,44.3,-5.6556,,,0,0,,,,,,1.63,-2.57,7.5096,TSE,2015/07/31
2015/06,48.24,48.24,45.87,46.74,0,8,-3.5892,2.5571,"7,000",327,46.74,46.79,-3.6551,,,0,0,,,,,,1.54,-1.74,4.8886,TSE,2015/06/30
2015/05,49.1,49.1,47.78,48.48,1,31,-1.3231,9.2429,"7,000",339,48.46,48.51,-1.3315,,,0,0,,,,,,1.49,-0.65,2.6867,TSE,2015/05/29
2015/04,47.47,49.84,47.4,49.13,1,33,3.4316,9.5286,"7,000",344,48.9,49.04,3.3739,,,0,0,,,,,,1.47,1.63,5.1368,TSE,2015/04/30
2015/03,48.25,48.64,47.23,47.5,0,15,-1.0621,4.4,"7,000",333,47.78,47.9,-1.068,,,0,0,,,,,,1.52,-0.51,2.9369,TSE,2015/03/31
2015/02,46.85,48.24,46.8,48.01,0,10,2.6073,3.0286,"7,000",336,48.04,48.1,2.5741,,,0,0,,,,,,1.5,1.22,3.0776,TSE,2015/02/26
